affinity_id,chemical_entity_id,affinity_type,affinity_symbols,affinity_value,affinity_unit,description,source,created_at,updated_at
CHAF00001,CC02020,IC50,=,50.0 ± 4.4,nM,The binding affinities for integrin avb3 were more than 100 mM for all peptides.,,,
CHAF00002,CC02021,IC50,=,29.0 ± 0.6,nM,The binding affinities for integrin avb3 were more than 100 mM for all peptides.,,,
CHAF00003,CC02022,IC50,=,2.8±1.0,nM,"Briefly, 96-well plates were coated with αvβ3 integrins and incubated with a mixture of 125I-echistatin and increasing concentrations of the corresponding peptide. Unbound radioligand was washed out and receptor-bound activity was removed from the plate with 2 M sodium hydroxide solution (NaOH). Three independent measurements were made, and the IC50 values were calculated by fitting the per cent inhibition values using Origin software (Northampton, MA, USA).",,,
CHAF00004,CC02023,IC50,=,2.8±1.0,nM,"Briefly, 96-well plates were coated with αvβ3 integrins and incubated with a mixture of 125I-echistatin and increasing concentrations of the corresponding peptide. Unbound radioligand was washed out and receptor-bound activity was removed from the plate with 2 M sodium hydroxide solution (NaOH).",,,
CHAF00005,CC02024,IC50,=,（3.2 ± 0.9） * 10^-7,M,Inhibition of 125I-echistatin (integrin αvβ3–specific) binding to αvβ3 integrin on U87MG cells by RGD tetramer.,,,
CHAF00006,LIG00103,IC50,=,（3.5 ± 0.3） * 10^-8,M,Inhibition of 125I-echistatin (integrin αvβ3–specific) binding to αvβ3 integrin on U87MG cells by compounds,,,
CHAF00007,CC02025,IC50,=,（1.1 ± 0.2）*10^−7,M,Inhibition of 125I-echistatin (integrin αvβ3–specific) binding to αvβ3 integrin on U87MG cells by compounds,,,
CHAF00008,LIG00103,IC50,=,（1.0 ± 0.2）*10^−8,M,Inhibition of 125I-echistatin (integrin αvβ3–specific) binding to αvβ3 integrin on U87MG cells by RGD octamer.,,,
CHAF00009,CC00116,IC50,=,51 ± 11,nM,A competitive cell binding assay was performed using MDA-MB-435 cells.,,,
CHAF00010,CC00118,IC50,=,22.57 ± 6.68,nM,"Using 125I-[Tyr4]BBN as the radioligand, the integrin binding affinity of NOTA-RGD-BBN was evaluated in integrin expressing U87MG cells.",,,
CHAF00011,CC00124,IC50,=,3.6±0.6,nM,MAG2-3G3-dimer exhibits extremely high affinity (IC50 = 3.6 ± 0.6 nM),,,
CHAF00012,CC00118,IC50,=,55.89 ± 4.23,nM,"Using 125I-[Tyr4]BBN as the radioligand, the GRPR binding affinity of NOTA-RGD-BBN was evaluated in GRPR-positive PC-3 cells.",,,
CHAF00013,LIG00103,IC50,=,11.19±4.21,nM,The integrin αvβ3 receptor-binding affinity of c(RGDyK) was determined by a competitive binding assay using 125I-c(RGDyK) as the radioligand.,,,
CHAF00014,LIG00381,IC50,=,20.25±1.17,nM,A competitive binding assay was performed in BxPC-3 human pancreatic cancer cell  line ,,,
CHAF00015,LIG00381,IC50,=,20.25±1.17,nM,A competitive binding assay was performed in BxPC-3 human pancreatic cancer cell  line ,,,
CHAF00016,LIG00120,Ki,=,4.2±1.4,nM,"A competitive binding assay was performed in AsPC-1 cells. Briefly, 50 μL of no-carrier-added 125I-IFMDV2 was mixed with competitor peptide at serially diluted concentrations ranging from 1 pM to 10 μM, followed by subsequent experimental procedures.",,,
CHAF00017,LIG00120,Ki,=,4.2±1.4,nM,"A competitive binding assay was performed in AsPC-1 cells. Briefly, 50 μL of no-carrier-added 125I-IFMDV2 was mixed with competitor peptide at serially diluted concentrations ranging from 1 pM to 10 μM, followed by subsequent experimental procedures.",,,
CHAF00018,LIG00110,IC50,=,19±2,nM,"Previously, the c(phg-isoDGRk) peptide (termed isoDGR) was developed,23 which possesses an excellent binding affinity for both integrin αvβ6 (IC50 =19 ± 2 nmol).",,,
CHAF00019,LIG00110,IC50,=,8.7±0.7,nM,"Previously, the c(phg-isoDGRk) peptide (termed isoDGR) was developed,23 which possesses an excellent binding affinity for integrin α5β1 (IC50 = 8.7 ± 0.7 nmol)",,,
CHAF00020,LIG00102,IC50,=,0.9,nM,"High affinity for αvβ3 integrin, low affinity for αvβ5 and αIIbβ3 integrin (IC50 >10 nM)",,,
CHAF00021,CC00128,IC50,=,7±3,nM,Competitive binding enzyme-linked immunosorbent assays (ELISAs),,,
CHAF00022,CC01010,IC50,=,3±1,nM,Competitive binding enzyme-linked immunosorbent assays (ELISAs),,,
CHAF00023,LIG00113,KD,=,22 nM,nM,,,,
CHAF00024,CC00133,IC50,=,5.1±0.4,nM,Competitive binding of the heterodimer DOTA-FAPI-RGD and the corresponding monomer DOTA-FAPI-04 to FAP on A549-FAP cells (n = 4).,,,
CHAF00025,CC00133,IC50,=,750.4±10.6,nM,Competitive binding of the heterodimer DOTA-FAPI-RGD and the corresponding monomer DOTA-RGD to αvβ3 on U87MG cells (n = 6).,,,
CHAF00026,CC00132,IC50,=,6.8±0.6,nM,Competitive binding of the heterodimer DOTA-FAPI-RGD and the corresponding monomer DOTA-FAPI-04 to FAP on A549-FAP cells (n = 4).,,,
CHAF00027,CC00132,IC50,=,2.1±0.4,nM,Competitive binding of the heterodimer DOTA-FAPI-RGD and the corresponding monomer DOTA-RGD to αvβ3 on U87MG cells (n = 6).,,,
CHAF00028,CC01013,IC50,=,8.9 ± 2.9,nM,Competitive binding against 125I-echistatin in U87MG cells,,,
CHAF00029,CC01014,IC50,=,25.0 ± 8.0,nM,Competitive binding against 125I-echistatin in U87MG cells,,,
CHAF00030,LIG00111,IC50,=,6.97 ± 1.44,μM,Microscale thermophoresis (MST) was used to evaluate the affinity between alanine scanned peptides and integrin α6 proteins.,,,
CHAF00031,LIG00115,kd,=,0.13 ± 3.65,μM,Microscale thermophoresis (MST) was used to evaluate the affinity between alanine scanned peptides and integrin α6 proteins.,,,
CHAF00032,CC00136,kd,=,13.40 ± 3.41,nM,"MST results demonstrated that A6P had a strong binding to integrin-α6 with a Kd of 13.40 ± 3.41 nM. This binding force was significantly higher than that of the initial peptide RWY, which had a Kd of 5630 ± 1.01 nM (Fig. 3a).",,,
CHAF00033,CC00137,IC50,=,32.1 ±3.2,nM,The IC50 values were calculated to be 32.1 ±3.2 nM for DOTA-FAP-RGD  in FAP-expressing HT1080 cells,,,
CHAF00034,CC00506,IC50,=,28.6 ± 1.6 nM,nM,The IC50 values were calculated in FAP-expressing HT1080 cells,,,
CHAF00035,CC00137,IC50,=,103.6 ± 8.2 nM,nM,"In αvβ3-expressing MC38 cells,  the IC50 values for DOTA-FAP-RGD was  103.6 ± 8.2 nM",,,
CHAF00036,CC00506,IC50,=,81.9 ±6.2,nM,"In αvβ3-expressing MC38 cells,  the IC50 values for DOTA-FAP-2286 was  81.9 ±6.2 nM",,,
CHAF00037,LIG00103,IC50,=,630 ± 144,nM,"With [125I]I-EGF and [125I]I-echistatin as competing ligands, competitive displacement assays of hEGF, c(RGDyK), c(RGDfK), and two bispecific heterobivalent constructs 1 and 2 were performed in EGFR-positive A431 cells.",,,
CHAF00038,LIG00102,IC50,=,872 ±198,nM,"With [125I]I-EGF and [125I]I-echistatin as competing ligands, competitive displacement assays of hEGF, c(RGDyK), c(RGDfK), and two bispecific heterobivalent constructs 1 and 2 were performed inintegrin αvβ3-positive U87MG cells.",,,
CHAF00039,CC00139,IC50,=,304.8,nM,,,,
CHAF00040,LIG00127,IC50,=,252.8,nM,,,,
CHAF00041,LIG00111,IC50,=,1081.8,nM,,,,
CHAF00042,CC01013,IC50,=,8.9 ± 2.9,nM,Competitive binding against 125I-echistatin in U87MG cells,,,
CHAF00043,CC01014,IC50,=,25.0 ± 8.0,nM,Competitive binding against 125I-echistatin in U87MG cells,,,
CHAF00044,LIG00111,IC50,=,6.97 ± 1.44,μM,Microscale thermophoresis (MST) was used to evaluate the affinity between alanine scanned peptides and integrin α6 proteins.,,,
CHAF00045,LIG00115,kd,=,0.13 ± 3.65,μM,Microscale thermophoresis (MST) was used to evaluate the affinity between alanine scanned peptides and integrin α6 proteins.,,,
CHAF00046,CC00136,kd,=,13.40 ± 3.41,nM,"MST results demonstrated that A6P had a strong binding to integrin-α6 with a Kd of 13.40 ± 3.41 nM. This binding force was significantly higher than that of the initial peptide RWY, which had a Kd of 5630 ± 1.01 nM (Fig. 3a).",,,
CHAF00047,CC00137,IC50,=,32.1 ±3.2,nM,The IC50 values were calculated to be 32.1 ±3.2 nM for DOTA-FAP-RGD  in FAP-expressing HT1080 cells,,,
CHAF00048,CC00506,IC50,=,28.6 ± 1.6 nM,nM,The IC50 values were calculated in FAP-expressing HT1080 cells,,,
CHAF00049,CC00137,IC50,=,103.6 ± 8.2 nM,nM,"In αvβ3-expressing MC38 cells,  the IC50 values for DOTA-FAP-RGD was  103.6 ± 8.2 nM",,,
CHAF00050,CC00506,IC50,=,81.9 ±6.2,nM,"In αvβ3-expressing MC38 cells,  the IC50 values for DOTA-FAP-2286 was  81.9 ±6.2 nM",,,
CHAF00051,LIG00103,IC50,=,630 ± 144,nM,"With [125I]I-EGF and [125I]I-echistatin as competing ligands, competitive displacement assays of hEGF, c(RGDyK), c(RGDfK), and two bispecific heterobivalent constructs 1 and 2 were performed in EGFR-positive A431 cells.",,,
CHAF00052,LIG00102,IC50,=,872 ±198,nM,"With [125I]I-EGF and [125I]I-echistatin as competing ligands, competitive displacement assays of hEGF, c(RGDyK), c(RGDfK), and two bispecific heterobivalent constructs 1 and 2 were performed inintegrin αvβ3-positive U87MG cells.",,,
CHAF00053,CC00139,IC50,=,304.8,nM,,,,
CHAF00054,LIG00127,IC50,=,252.8,nM,,,,
CHAF00055,LIG00111,IC50,=,1081.8,nM,,,,
CHAF00056,LIG00127,IC50,=,1354.5,nM,Saturation binding to integrin α6β4,,,
CHAF00057,CC00140,IC50,=,0.52,nM,Binding affinity for integrin αvβ3 from binding inhibition assay using U87MG cells,,,
CHAF00058,CC00141,IC50,=,1.8,nM,Binding affinity for integrin αvβ3 from binding inhibition assay using U87MG cells,,,
CHAF00059,CC00142,IC50,=,67.5 ± 7.8,nM,All peptides can completely inhibit the radioactive ligand,,,
CHAF00060,CC00143,IC50,=,518 ± 37.5,nM,"To assess the binding affinity of [RGD-Glu-[natCu-NO2A]-6 -Ahx-RM2] for αvβ3, a competitive displacement was performed in αvβ3-expressing, human, glioblastoma U87-MG cells using 125 IEchistatin as the radioligand.",,,
CHAF00061,CC00143,IC50,=,77 nM,nM,The affinity of the compounds for integrin αvβ3 was evaluated by solid-phase binding assay.,,,
CHAF00062,LIG00103,IC50,=,16 nM,nM,The affinity of the compounds for integrin αvβ3 was evaluated by solid-phase binding assay.,,,
CHAF00063,CC01020,IC50,=,14±2,nM,"The affinity of αvβ6 for integrin was determined by competitive binding ELISA using biotinylated LAP for detection, to determine the half-maximal inhibitory concentration (IC50)",,,
CHAF00064,CC01021,IC50,=,19±5,nM,"The affinity of αvβ6 for integrin was determined by competitive binding ELISA using biotinylated LAP for detection, to determine the half-maximal inhibitory concentration (IC50)",,,
CHAF00065,CC01023,IC50,=,50,nM,High affinity for integrin αvβ3,,,
CHAF00066,CC00147,IC50,=,350,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00067,CC00148,IC50,=,408,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00068,CC00149,IC50,=,78,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00069,CC00183,IC50,=,22,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00070,LIG00102,IC50,=,159 . 5 ± 1 . 3,nM,The binding affinity of compounds to the integrin αvβ3 receptor was evaluated via competitive cell binding assays in αvβ3-positive U-87MG glioblastoma cell line.,,,
CHAF00071,CC01026,ki,=,1.69,nM,Saturation binding assay and competition binding assay were conducted on BxPC-3,,,
CHAF00072,CC01026,ki,=,9.46,nM,Saturation binding assay and competition binding assay were conducted on  Capan-2 cell lines,,,
CHAF00073,CC01026,kd,=,0.3,nM,Saturation binding assay and competition binding assay were conducted on BxPC-3  cell lines,,,
CHAF00074,CC01026,kd,=,0.75,nM,Saturation binding assay and competition binding assay were conducted on  Capan-2 cell lines,,,
CHAF00075,LIG00187,IC50,=,5.2 ± 1.9,nM,,,,
CHAF00076,CC01028,KD,=,7,nM,,,,
CHAF00077,CC01009,IC50,=,2.35 ± 0.75,nM,,,,
CHAF00078,CC00151,IC50,=,5.88 ± 0.35,nM,,,,
CHAF00079,CC00152,IC50,=,3.23 ± 0.78 nM,nM,,,,
CHAF00080,LIG00102,IC50,=,46.12±7.49,nM,,,,
CHAF00081,CC00150,IC50,=,16.1±3.1,nM,All three peptide conjugates inhibited the binding of 125I-echistatin (integrin αv β3 specific)  to U87MG cells in a concentration dependent  manner.,,,
CHAF00082,CC00153,IC50,=,60.1±7.6,nM,All three peptide conjugates inhibited the binding of 125I-echistatin (integrin αv β3 specific)  to U87MG cells in a concentration dependent  manner.,,,
CHAF00083,CC00154,IC50,=,218±28,nM,All three peptide conjugates inhibited the binding of 125I-echistatin (integrin αv β3 specific)  to U87MG cells in a concentration dependent  manner.,,,
CHAF00084,CC01031,IC50,=,93.36±5.50,nM,The displacement curves of isoDGR against the binding of 125I-c(phg-isoDGRy)on U87MG cells.,,,
CHAF00085,CC01032,IC50,=,13.63±0.56,nM,The displacement curves of 2PisoDGR2 against the binding of 125I-c(phg-isoDGRy)on U87MG cells.,,,
CHAF00086,LIG00513,IC50,＜,2,PM,High affinity for α4β1 integrin ,,,
CHAF00087,CC00172,log EC₅₀,=,2.07,ng/mL,The binding ability of DF-hCD103 to unmodified antibody was determined using a cell-based ELISA method using CHO cells transfected with CD103/β7. ,,,
CHAF00088,CC00175,KD,=,0.21 ± 0.06,nM,Measured by SPR for human integrin α5β1; higher affinity than QM-2301 due to cysteine modification,,,
CHAF00089,CC00177,IC50,=,2.49,nM,PC-3 and LNCaP cells were incubated separately with different concentrations of lIP-L/cIP-L together with [⁶⁸Ga]Ga-PSMA-617 to evaluate their affinity for integrin α₂β₁.,,,
CHAF00090,CC00177,IC50,=,9.02,nM,PC-3 and LNCaP cells were incubated separately with different concentrations of lIP-L/cIP-L together with [⁶⁸Ga]Ga-PSMA-617 to evaluate their affinity for PSMA.,,,
CHAF00091,CC00178,IC50,=,158.1±17.6,nM,Competitive binding of [125I]I-c(RGDyK) with integrin αvβ3,,,
CHAF00092,CC00179,IC50,=,158.1±17.6,nM,Competitive binding of [125I]I-c(RGDyK) with integrin αvβ3,,,
CHAF00093,LIG00133,IC50,=,43.6 ±  7.3,nM,"Binding affinities of RGD containing peptides (1,5a,6a,and 8)for integrin αvβ3 were assessed via competitive binding assays using U-87MG cells.",,,
CHAF00094,CC00180,IC50,=,33.9± 12.5,nM,"Binding affinities of RGD containing peptides (1,5a,6a,and 8)for integrin αvβ3 were  assessed via competitive binding assays using U-87MG cells. ",,,
CHAF00095,CC00182,IC50,=,60.6 ±  12.6,nM,Competitive binding of the compounds to integrin αvβ3 expressed on the surface of U-87MG cells.,,,
CHAF00096,CC01045,Kd,=,5.2 ± 1.0,nM,,,,
CHAF00097,CC01010,IC50,=,6.2 ± 0.4 nM (for 2),nM,,,,
CHAF00098,CC01063,IC50,=,2.72 ± 0.15,nM,Inhibition of 125I-HYK binding to BxPC-3 cells,,,
CHAF00099,CC00193,KD,=,27.9±6.8,nM,"The NOTA-RGD conjugate was examined in vitro for its ability to inhibit the binding of biotinylated vitronectin to the isolated, immobilized αv β3 receptor. The functionalized  cyclic pentapeptide NOTA-RGD displayed a binding affinity toward αv β3 integrin (27.9±6.8 nM) comparable to that of the reference ligand DB58 (20.2±1.9 nM) indicating that  the conjugation of NOTA to the RGD did not substantially  change the affinity for the integrin αv β3 ",,,
CHAF00100,LIG00145,KD,=,20.2±1.9,nM,"The NOTA-RGD conjugate was examined in vitro for its ability to inhibit the binding of biotinylated vitronectin to the isolated, immobilized αv β3 receptor. The functionalized  cyclic pentapeptide NOTA-RGD displayed a binding affinity toward αv β3 integrin (27.9±6.8 nM) comparable to that of the reference ligand DB58 (20.2±1.9 nM) indicating that  the conjugation of NOTA to the RGD did not substantially  change the affinity for the integrin αv β3 ",,,
CHAF00101,CC00194,KD,=,3.37±0.84,nM,In vitro integrin αvβ3binding affinity determined by displacing 125I−c(RGDyK) on U87MG cells ,,,
CHAF00102,CC01078,KD,=,33.96±2.17,nM,In vitro competition binding assay using 125I-echistatin on U87MG cells,,,
CHAF00103,CC00195,KD,=,66.38±3.75,nM,In vitro competition binding assay using 125I-echistatin on U87MG cells,,,
CHAF00104,CC02178,IC50,=,3.09 ± 0.34,nM,IC50 of [RGD-Glu-[natCu-NO₂A]-6-Ahx-RM2] for GRPr in PC-3 cells (using 125I-[Tyr⁴]BBN as radioligand) is 3.09 ± 0.34 nM.,,,
CHAF00105,CC02178,IC50,=,518 ± 37.5,nM, IC50 for αvβ3 integrin in U87-MG cells (using 125I-Echistatin as radioligand) is 518 ± 37.5 nM.,,,
CHAF00106,CC01081,KD,=,16.15 ± 2.77,nM,Determined by competitive binding assay using 125I-c(RGDyK) (for integrin αvβ3 on U87MG cells),,,
CHAF00107,CC01081,KD,=,92.75 ± 3.53 nM,nM,Determined by competitive binding assay using  125I-[Tyr⁴]BBN (for GRPR on PC-3 cells),,,
CHAF00108,CC00198,KD,=,7 .37 ± 0 .05,nM,Determined on αvβ3-expressing M21 human melanoma cells against 125I-echistatin,,,
CHAF00109,CC01084,KD,=,20±4,nM,"Binding affinity to αvβ3 integrin expressed on U87MG glioblastoma cells, determined by competition assays with 125I-labeled echistatin|None|Not provided",,,
CHAF00110,CC00202,IC50,=,43.75±4.82,nM,The affinity of the compounds for integrin αvβ3 was evaluated in U87MG cells.,,,
CHAF00111,CC00202,IC50,=,60.08±6.53,nM,The affinity of the compounds for integrin NRP-1 was evaluated in U87MG cells.,,,
CHAF00112,LIG00102,IC50,=,46.75±4.40,,,,,
CHAF00113,CC00130,IC50,=,48.53±6.95,,,,,
CHAF00114,LIG00148,IC50,=,60.08±6.53,,The affinity of the compounds for integrin NRP-1 was evaluated in U87MG cells.,,,
CHAF00115,CC01089,IC50,=,444 ± 41,nM,Competitive binding with 125I-echistatin,,,
CHAF00116,CC00203,IC50,=,288 ± 66,nM,Competitive binding with 125I-echistatin,,,
CHAF00117,CC01091,IC50,=,119.2,nM,Competitive binding assay vs. 125I-echistatin in U87MG cells,,,
CHAF00118,CC00210,IC50,=,82.7,nM,Competitive binding assay vs. 125I-echistatin in U87MG cells,,,
CHAF00119,LIG00103,IC50,=,204 ± 76,nM,Competitive binding assay vs. 125I-echistatin in U87MG cells,,,
CHAF00120,CC01093,IC50,=,171,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00121,CC01094,IC50,=,218,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00122,CC01095,IC50,=,43.9,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00123,CC01096,IC50,=,14.7,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00124,CC00248,IC50,=,20 ± 2,nM,Displacement assay vs 125I-echistatin on U87MG cells,,,
CHAF00125,CC00215,IC50,=,8.3,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00126,CC00216,IC50,=,4.8,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00127,CC01009,IC50,=,69.9,nM,Binding affinity to αvβ3 integrin,,,
CHAF00128,CC01084,IC50,=,20,nM,Binding affinity to αvβ3 integrin,,,
CHAF00129,CC00208,IC50,=,74 ± 3,nM,Competitive binding vs ^125^I-echistatin on U87MG cells,,,
CHAF00130,CC00217,IC50,=,62 ± 6,nM,Competitive binding vs ^125^I-echistatin on U87MG cells,,,
CHAF00131,CC00221,IC50,=,31,nM,Displacement vs 125I-echistatin on U87MG cells,,,
CHAF00132,CC00220,IC50,=,41,nM,Displacement vs 125I-echistatin on U87MG cells,,,
CHAF00133,CC01103,IC50,=,12.1,nM,Competitive binding vs 125I-RGDyK on U87MG cells,,,
CHAF00134,CC01114,Kd,=,0.24,nM,,,,
CHAF00135,CC01115,Kd,=,0.11,nM,,,,
CHAF00136,CC01119,IC50,=,(9.3±0.4)*10^-7,M,"U87MG cells (2×10⁵/well, high αvβ3) were seeded overnight. After washing, cells were incubated with 125I-echistatin and varying concentrations (0-1000 nM) of ⁿᵃᵗGa-NODAGA-c(RGDfK) for 2h at RT. Following incubation, cells were washed, lysed with NaOH, and radioactivity measured via γ-counter. All tests were performed in duplicate with triplicate wells. IC50 was determined by nonlinear regression.",,,
CHAF00137,CC01120,IC50,=,(6.5±0.2)*10^-7,M,"U87MG cells (2×10⁵/well, high αvβ3) were seeded overnight. After washing, cells were incubated with 125I-echistatin and varying concentrations (0-1000 nM) of ⁿᵃᵗCu-NODAGA-c(RGDfK) for 2h at RT. Following incubation, cells were washed, lysed with NaOH, and radioactivity measured via γ-counter. All tests were performed in duplicate with triplicate wells. IC50 was determined by nonlinear regression.",,,
CHAF00138,CC01121,IC50,=,(4.5±0.5)*10^-7,M,"U87MG cells (2×10⁵/well, high αvβ3) were seeded overnight. After washing, cells were incubated with 125I-echistatin and varying concentrations (0-1000 nM) of ⁿᵃᵗCu-CB-TE2A-c (RGDfK) for 2h at RT. Following incubation, cells were washed, lysed with NaOH, and radioactivity measured via γ-counter. All tests were performed in duplicate with triplicate wells. IC50 was determined by nonlinear regression.",,,
